topoid,poigroup,poitype,poiname,poilabel,poilabeltype,poialtlabel,poisourcefeatureoid,accesscontrol,startdate,enddate,lastupdate,msoid,centroidid,shapeuuid,changetype,processstate,urbanity,cadid,createdate,modifieddate,lganame,councilname,abscode,ltocode,vgcode,wbcode
500168354,3,Park,BLUES POINT RESERVE,BLUES POINT RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90192,,46ace43f-b5f8-3fb2-84c5-ce491a56cdab,I,,S,,,,,,,,,
500168997,3,Park,BRADFIELD PARK,BRADFIELD PARK,NAMED,,61,1,20141107102549,30000101000000,20141107102618.632,170528,,33891e34-4abe-34e6-ac80-790f6f170470,M,,U,,,,,,,,,
500171208,4,Railway Station,CIRCULAR QUAY RAILWAY STATION,CIRCULAR QUAY RAILWAY STATION,NAMED,,76,1,20140527155428,30000101000000,20140527155706.293,166348,,e334c5ec-97e2-3d31-b9f9-e2062b3c0171,M,,S,,,,,,,,,
500175763,1,Fire Station,PYRMONT FIRE STATION,PYRMONT FIRE STATION,NAMED,,10,1,20100927115312,30000101000000,20100927115312.535,9817,,531e6e79-410d-3e1e-8722-f59d6dbab5e1,I,,U,,,,,,,,,
500175774,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,84503,,872cf9ed-bec5-3c4c-938f-bb1dae3bd6dd,I,,U,,,,,,,,,
500175785,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,84596,,e078ce72-48b6-39d0-aede-65cc78f92a66,I,,U,,,,,,,,,
500175798,1,Police Station,KINGS CROSS POLICE STATION,KINGS CROSS POLICE STATION,NAMED,,20,1,20121205140730,30000101000000,20121205140912.75,146132,,0d904694-c8d8-366c-a76f-2cec7fe0c3d4,M,,U,,,,,,,,,
500175809,3,Park,MACQUARIE PLACE,MACQUARIE PLACE,NAMED,,61,1,20200212093319,30000101000000,20200212093346.798,223214,,7ad67985-ff09-37e6-aef8-356fdc6f9e02,M,,U,,,,,,,,,
500175842,3,Park,ST NEOT PARK,ST NEOT PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,87779,,d17d0fad-1330-37fd-80e0-0574c55e30da,I,,U,,,,,,,,,
500176219,3,Park,DR MARY BOOTH RESERVE,DR MARY BOOTH RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93138,,cfd3ccbc-62a0-3395-b4dd-af8e9a2f20e0,I,,U,,,,,,,,,
500178007,4,Wharf,,Wharf,GENERIC,,73,1,20130513092612,30000101000000,20130513092931.444,152815,,056d2333-324b-3b98-a682-d332e5387ee3,M,,S,,,,,,,,,
500191204,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,90932,,ae67f7a2-de4d-3210-8d74-c4be04e2d242,I,,U,,,,,,,,,
500191248,3,Park,CLYNE RESERVE,CLYNE RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.808,172357,,e1a17b41-134d-3b2b-83b5-874126845ea6,M,,S,,,,,,,,,
500191259,3,Park,MUNN RESERVE,MUNN RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.81,172358,,43d5797b-ef10-38b5-aa2a-2e433ebcce9e,M,,U,,,,,,,,,
500191293,3,Park,LANG PARK,LANG PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93148,,6da2eaa7-fba4-3d68-8504-b461a16fa821,I,,U,,,,,,,,,
500191304,3,Park,WYNYARD PARK,WYNYARD PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,87427,,02efbf5f-c441-3a85-9222-b417404a8fbc,I,,U,,,,,,,,,
500191359,3,Park,THE DOMAIN,THE DOMAIN,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,87522,,bf4fd52a-0b3b-3681-8072-18d05778f8de,I,,S,,,,,,,,,
500191415,3,Park,PHILLIP PARK,PHILLIP PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.818,172359,,be64b07d-2081-3460-a356-293ee638e5b7,M,,U,,,,,,,,,
500191515,3,Park,FITZROY GARDENS,FITZROY GARDENS,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93690,,9378c76e-7b72-3a52-bb75-622996b0b4d4,I,,U,,,,,,,,,
500191526,3,Sports Court,,TENNIS COURT,ALTERNATE,TENNIS COURT,66,1,20141128103456,30000101000000,20141128103531.766,172351,,a1719a1b-cf7f-3d38-98db-1b7477be496b,M,,U,,,,,,,,,
500191537,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,93821,,8d54ca38-e1f1-32f6-ae73-7e35a8d5a148,I,,U,,,,,,,,,
500191548,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,94045,,4cdceae1-8ca0-3fa3-a5ce-aaea3d7f58a7,I,,U,,,,,,,,,
500191559,3,Park,BEARE PARK,BEARE PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90197,,5aa379bd-db10-3f23-a68d-b99ba6e570ac,I,,U,,,,,,,,,
500191570,3,Park,ARTHUR MCELHONE RESERVE,ARTHUR MCELHONE RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.828,172360,,a85cde2a-998c-355c-a6cd-f9799ffd8582,M,,U,,,,,,,,,
500191659,3,Park,,Park,GENERIC,,61,1,20141128103456,30000101000000,20141128103531.83,172361,,4562244a-a39d-3e7e-a856-64f04909f75e,M,,S,,,,,,,,,
500192004,3,Park,EWENTON PARK,EWENTON PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93330,,f6edc747-be77-32aa-b0be-78f3c576c461,I,,U,,,,,,,,,
500192093,1,Place Of Worship,DARLING STREET ANGLICAN,DARLING STREET ANGLICAN,NAMED,,19,1,20180416141537,30000101000000,20180416141603.249,211872,,13a55b58-3263-32cf-a67b-4f81e3a82e15,M,,U,,,,,,,,,
500294716,1,Place Of Worship,ST COLUMBA UNITING CHURCH,ST COLUMBA UNITING CHURCH,NAMED,UNITING,19,1,20141118074005,30000101000000,20141118074035.987,171081,,b8323bb1-7695-3911-9ae6-00c3e695dcc4,M,,U,,,,,,,,,
500294749,3,Park,JACK MUNDEY RESERVE,JACK MUNDEY RESERVE,NAMED,,61,1,20210818150727,30000101000000,20210818150756.434,233057,,696d670b-6186-3be9-82a9-6599d2104996,M,,U,,,,,,,,,
500294760,1,Place Of Worship,,MORMON CHURCH,DERIVED,MORMON,19,1,20100927115312,30000101000000,20100927115312.535,59253,,e49faac3-af13-3ab2-8f2c-45b082495d50,I,,U,,,,,,,,,
500294860,3,Park,MASCOT MEMORIAL PARK,MASCOT MEMORIAL PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90213,,9923aa63-97c7-3bc1-a2b0-355b7ade5aac,I,,U,,,,,,,,,
500294960,3,Park,CENTENNIAL PARK,CENTENNIAL PARK,NAMED,,61,1,20110719090624,30000101000000,20110719090626.42,129691,,a5a65664-18ce-33a4-9e47-c2ff98432ca2,M,,U,,,,,,,,,
500295027,3,Park,MOORE PARK,MOORE PARK,NAMED,,61,1,20110722095527,30000101000000,20110722095528.94,129723,,e2d15c63-a56c-381e-8179-d55760a1f48e,M,,U,,,,,,,,,
500295038,3,Sports Field,TRAMWAY OVAL,TRAMWAY OVAL,NAMED,,67,1,20110719090624,30000101000000,20110719090626.466,129692,,407723d9-e140-3013-945b-7ebe1a6d1936,M,,U,,,,,,,,,
500295049,3,Golf Course,MOORE PARK GOLF COURSE,MOORE PARK GOLF COURSE,NAMED,,54,1,20100927115312,30000101000000,20100927115312.535,82721,,056c6a24-0357-3597-968a-970fe35633ca,I,,U,,,,,,,,,
500295060,3,Park,RALEIGH PARK,RALEIGH PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93580,,92237b95-8360-3a47-8719-f5733765cd1e,I,,U,,,,,,,,,
500295071,3,Sports Field,E S MARKS ATHLETICS FIELD,E S MARKS ATHLETICS FIELD,NAMED,,67,1,20110719090624,30000101000000,20110719090626.237,129689,,749cf113-9c25-345a-af73-20b716803591,M,,U,,,,,,,,,
500295115,1,Place Of Worship,,ANGLICAN CHURCH,DERIVED,ANGLICAN,19,1,20100927115312,30000101000000,20100927115312.535,61524,,0bc974db-5d1d-3861-b9c7-0301fd14f72c,I,,U,,,,,,,,,
500295149,1,Community Facility,THE SALVATION ARMY COMMUNITY CENTRE,THE SALVATION ARMY COMMUNITY CENTRE,NAMED,,162,1,20151002125614,30000101000000,20151002130112,196104,,dc3fda13-1d44-3bcb-81d4-2d76824c4a29,M,,U,,,,,,,,,
500295204,1,Place Of Worship,,ANGLICAN CHURCH,DERIVED,ANGLICAN,19,1,20141128103456,30000101000000,20141128103531.429,172293,,21b716f3-6102-35da-bc97-0a2dd38c01f4,M,,U,,,,,,,,,
500295249,3,Park,TUMBALONG PARK,TUMBALONG PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.836,172362,,4ae8fc7c-b379-39a2-9673-678a9e77b0ab,M,,U,,,,,,,,,
500295260,3,Tourist Attraction,CHINESE GARDEN OF FRIENDSHIP,CHINESE GARDEN OF FRIENDSHIP,NAMED,,44,1,20100927115312,30000101000000,20100927115312.535,69538,,6eeb3d9a-aa08-31ea-9cbb-1199a9e3b34e,I,,U,,,,,,,,,
500295537,1,Post Office,ERSKINEVILLE POST OFFICE,ERSKINEVILLE POST OFFICE,NAMED,,21,1,20100927115312,30000101000000,20100927115312.535,62681,,3cfd7af4-e023-3eb6-acb9-d82b24c8364b,I,,U,,,,,,,,,
500299792,3,Park,MOUNT CARMEL RESERVE,MOUNT CARMEL RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88114,,6cb2b3a6-7952-3138-9cbf-ca85f2dae30d,I,,U,,,,,,,,,
500299881,3,Park,ST JAMES PARK,ST JAMES PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.84,172363,,ebe6f878-239f-3f7b-b9f3-ee5a0672e679,M,,U,,,,,,,,,
500299892,1,Child Care Centre,UNIVERSITY OF TECHNOLOGY CITY CAMPUS-BLACKFRIARS,UNIVERSITY OF TECHNOLOGY CITY CAMPUS-BLACKFRIARS,NAMED,,141,1,20140826092606,30000101000000,20140826092648.269,167011,,18fce4b9-da71-3b24-a27b-75561aa643ed,M,,U,,,,,,,,,
500300382,3,Park,DAFFODIL PARK,DAFFODIL PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90903,,55cb2738-1f40-3f84-9901-65c189f1fae4,I,,U,,,,,,,,,
500300459,3,Park,FLEMING PLAYGROUND,FLEMING PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93171,,d1b2ceaf-98d4-3d2f-a6d4-c64a47fd1182,I,,U,,,,,,,,,
500300593,3,Club,PADDINGTON BOWLING CLUB,PADDINGTON BOWLING CLUB,NAMED,,41,1,20100927115312,30000101000000,20100927115312.535,3323,,04ed0e39-5a1a-3ea0-940b-48e66b27676d,I,,U,,,,,,,,,
500300604,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20141118074005,30000101000000,20141118074036.049,171115,,8ecc5600-aa84-3a84-9445-c8a953eeb49d,M,,U,,,,,,,,,
500300615,1,Place Of Worship,ST MARK'S CHURCH,ST MARK'S CHURCH,NAMED,ANGLICAN,19,1,20141118074005,30000101000000,20141118074035.989,171082,,8284a77d-7f78-3e61-8b2e-1fb63d8046fe,M,,U,,,,,,,,,
500300626,1,Fire Station,WOOLLAHRA FIRE STATION,WOOLLAHRA FIRE STATION,NAMED,,10,1,20100927115312,30000101000000,20100927115312.535,9819,,3b8f1930-0275-3c69-9a6e-0b49804e91fc,I,,U,,,,,,,,,
500300670,3,Park,MONCUR RESERVE,MONCUR RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90813,,5d4d7f71-8a06-3281-9754-a7728f0340f2,I,,U,,,,,,,,,
500300715,3,Park,DILLON STREET RESERVE,DILLON STREET RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93905,,c9090e2e-bbdc-3ca9-bdc2-31d28249381b,I,,U,,,,,,,,,
500300737,3,Park,TAY RESERVE,TAY RESERVE,NAMED,,61,1,20110719090624,30000101000000,20110719090626.521,129693,,2316e17d-b398-36e3-b781-750761f15f5f,M,,U,,,,,,,,,
500300748,3,Park,WILLS RESERVE,WILLS RESERVE,NAMED,,61,1,20141120110447,30000101000000,20141120110508.357,171740,,179085f5-70a4-3cc1-958e-2713b4d70395,M,,U,,,,,,,,,
500300870,3,Park,ENMORE TAFE PARK,ENMORE TAFE PARK,NAMED,,61,1,20141127083209,30000101000000,20141127083238.669,172174,,4b0bd3f9-0ff9-3797-8b1e-64ec8cc3f8b4,M,,U,,,,,,,,,
500300881,2,TAFE College,SYDNEY TAFE COLLEGE DESIGN CENTRE ENMORE,SYDNEY TAFE COLLEGE DESIGN CENTRE ENMORE,NAMED,,38,1,20140903092851,30000101000000,20140903092941.523,167181,,ca30498f-21e3-3106-b665-674804f345e9,M,,U,,,,,,,,,
500300892,1,Shopping Centre,MARRICKVILLE METRO SHOPPING CENTRE,MARRICKVILLE METRO SHOPPING CENTRE,NAMED,,25,1,20100927115312,30000101000000,20100927115312.535,68344,,8bc37a93-cf0d-3859-9a86-31d31309edff,I,,U,,,,,,,,,
500301003,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,93701,,33d050a9-fedd-3ca2-bd82-e2c378464230,I,,U,,,,,,,,,
500301014,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,85084,,28fe0d7f-d2c0-3caa-9ddf-ce3cd853cb5a,I,,U,,,,,,,,,
500301026,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,85206,,deedfc23-33d8-310e-90b0-af9231d75bea,I,,U,,,,,,,,,
500301037,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20141128103456,30000101000000,20141128103531.728,172345,,63431bc4-05fb-3a31-8696-6b1de794a0bb,M,,U,,,,,,,,,
500301070,3,Park,EL ALAMEIN PARK,EL ALAMEIN PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85445,,77fba5a5-adf4-3899-bc35-e64fbf582731,I,,U,,,,,,,,,
500301081,3,Park,CRETE RESERVE,CRETE RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.852,172364,,907c4f70-1594-3a34-ae4a-9fd1741ae7db,M,,U,,,,,,,,,
500301092,3,Park,TARAKAN RESERVE,TARAKAN RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,87367,,626204fe-cc35-3cf5-9de0-d56c876d1f23,I,,U,,,,,,,,,
500301103,1,Place Of Worship,,ORTHODOX CHURCH,DERIVED,ORTHODOX,19,1,20141128103456,30000101000000,20141128103531.431,172294,,be11d0b9-be4f-3550-af7b-907019cec1aa,M,,U,,,,,,,,,
500301148,1,Child Care Centre,LADY GOWRIE CHILD CARE CENTRE,LADY GOWRIE CHILD CARE CENTRE,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173461,,48bd81b5-c981-37d5-a4f6-e3a7b59c661f,M,,U,,,,,,,,,
500301159,3,Park,JACK SHUTTLEWORTHS RESERVE,JACK SHUTTLEWORTHS RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93272,,5f0a7d42-747c-32ea-ae1f-877301744d5d,I,,U,,,,,,,,,
500301203,3,Park,TOBRUK RESERVE,TOBRUK RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93394,,07e9466d-0d79-30a0-89c7-5d01ecc6ca11,I,,U,,,,,,,,,
500301225,3,Park,SHANNON RESERVE,SHANNON RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,84738,,16b4f91b-6fa9-3551-a063-b17a806fff6b,I,,U,,,,,,,,,
500301236,1,Nursing Home,CATHOLIC HEALTHCARE GERTRUDE ABBOTT AGED CARE,CATHOLIC HEALTHCARE GERTRUDE ABBOTT AGED CARE,NAMED,RESIDENTIAL,4,1,20160727151127,30000101000000,20160727151202.434,205218,,ce0d36b7-c076-3d87-8a17-9c89f2db84ac,M,,U,,,,,,,,,
500301249,1,Nursing Home,CATHOLIC HEALTHCARE THE SISTER ANNE COURT AGED CARE,CATHOLIC HEALTHCARE THE SISTER ANNE COURT AGED CARE,NAMED,RESIDENTIAL,4,1,20220309162135,30000101000000,20220309162232.19,236229,,863d1788-ec6c-3aeb-b696-67de337f1fc4,M,,U,,,,,,,,,
500301271,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,95010,,418466fa-1120-3648-9d95-dd77ecd2aa1d,I,,U,,,,,,,,,
500301304,3,Park,ARTHUR RESERVE,ARTHUR RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,84995,,d35c282d-9a4e-3800-bc10-5f1254f9e969,I,,U,,,,,,,,,
500301382,4,Railway Station,KINGS CROSS RAILWAY STATION,KINGS CROSS RAILWAY STATION,NAMED,,76,1,20140527155428,30000101000000,20140527155706.307,166355,,caea4e34-bd3e-31cd-800e-3f7f7557556a,M,,U,,,,,,,,,
500301604,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,92110,,a438e77f-a1dc-3d2a-bf28-94fbed0d2520,I,,U,,,,,,,,,
500301615,3,Park,DOUGHERTY RESERVE,DOUGHERTY RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,84396,,9bf71d2c-d520-365a-bf4e-e05ff9fd8815,I,,U,,,,,,,,,
500301626,1,Police Station,GLEBE POLICE STATION,GLEBE POLICE STATION,NAMED,,20,1,20121205140730,30000101000000,20121205140912.75,146142,,6f69eb6c-59ea-3d4c-97a8-9da7dc2fe80b,M,,U,,,,,,,,,
500301637,1,Place Of Worship,,UNITING CHURCH,DERIVED,UNITING,19,1,20141128103456,30000101000000,20141128103531.433,172295,,8df53caa-ccb3-3524-b39c-f21950f3c504,M,,U,,,,,,,,,
500301659,3,Park,RESIDENTS PARK,RESIDENTS PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90267,,5cb05e3e-2a29-3861-9afa-bb18de788110,I,,U,,,,,,,,,
500304336,3,Park,HOLLIS PARK,HOLLIS PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88357,,075ff856-cc40-392f-a669-321c8880a6f4,I,,U,,,,,,,,,
500304414,3,Park,SIMPSON PARK,SIMPSON PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90271,,390afb07-e2ae-302a-b054-74b61d495741,I,,U,,,,,,,,,
500304425,3,Park,MCCONVILLE RESERVE,MCCONVILLE RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,84554,,7137fd20-c74b-38c2-a66e-362172d3bcf9,I,,U,,,,,,,,,
500322996,3,Park,WHITES CREEK VALLEY PARK,WHITES CREEK VALLEY PARK,NAMED,,61,1,20141210150356,30000101000000,20141210160346.488,175249,,418e6ea1-99ab-37bb-b350-91b4cbed51bb,M,,U,,,,,,,,,
500323096,1,Place Of Worship,HUNTER BAILLIE MEMORIAL PRESBYTERIAN CHURCH,HUNTER BAILLIE MEMORIAL PRESBYTERIAN CHURCH,NAMED,,19,1,20141210150356,30000101000000,20141210160346.319,175136,,18a5a9dd-914b-39d2-9c0a-f6fd53ca9d45,M,,U,,,,,,,,,
500323107,1,Place Of Worship,,UNITING CHURCH,DERIVED,UNITING,19,1,20100927115312,30000101000000,20100927115312.535,58190,,485d7591-f5ab-319c-9ffb-329530d2adbe,I,,U,,,,,,,,,
500323118,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20100927115312,30000101000000,20100927115312.535,58191,,507c8993-0e91-33df-bb49-00011491336a,I,,U,,,,,,,,,
500323185,1,Museum,AUSTRALIAN MUSEUM,AUSTRALIAN MUSEUM,NAMED,,17,1,20100927115312,30000101000000,20100927115312.535,57580,,26022e73-33a2-33ac-afc8-1ea918595d75,I,,U,,,,,,,,,
500323196,2,High School,SYDNEY GRAMMAR SCHOOL,SYDNEY GRAMMAR SCHOOL,NAMED,,34,1,20120517142713,30000101000000,20120517142718.183,139847,,d3ba241d-89c3-372e-8bc8-d63e8ffe48a1,M,,U,,,,,,,,,
500323285,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20141128103456,30000101000000,20141128103531.439,172296,,02301a14-6244-3849-b751-d1f8609afec8,M,,U,,,,,,,,,
500323529,3,Park,CAMDENVILLE PARK,CAMDENVILLE PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85023,,c1218e25-17a6-39bc-8539-bb26616485ab,I,,U,,,,,,,,,
500323575,3,Park,SYDNEY PARK,SYDNEY PARK,NAMED,,61,1,20160927111757,30000101000000,20160927111832.178,206049,,e0def13c-82f9-3d14-b7fa-186f957a2b0a,M,,U,,,,,,,,,
500323586,3,Sports Field,ERSKINEVILLE OVAL,ERSKINEVILLE OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,101580,,2b5e4b80-3ef2-38c2-a651-cd03610302ca,I,,U,,,,,,,,,
500323597,3,Park,HARRY NOBLE RESERVE,HARRY NOBLE RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.878,172365,,fe802a5f-add2-3282-9bb9-13bcfda5eb62,M,,U,,,,,,,,,
500323619,1,Cemetery,ST STEPHENS CEMETERY,ST STEPHENS CEMETERY,NAMED,,27,1,20100927115312,30000101000000,20100927115312.535,82011,,3ece92c6-bf1c-34be-8c1a-a093321e6621,I,,U,,,,,,,,,
500323630,3,Park,CAMPERDOWN MEMORIAL REST PARK,CAMPERDOWN MEMORIAL REST PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88368,,3c7c5816-910d-3f33-ab00-91b9180fd6f9,I,,U,,,,,,,,,
500323686,3,Park,O'DEA RESERVE,O'DEA RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,87071,,c65ba4e5-70a9-31b1-b461-3931cbd1df26,I,,U,,,,,,,,,
500323719,3,Park,DR H J FOLEY PARK,DR H J FOLEY PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.88,172366,,adb2a90e-ffa8-30f9-be0f-d2bb2356da9d,M,,U,,,,,,,,,
500323752,3,Sports Field,ST JOHNS OVAL,ST JOHNS OVAL,NAMED,,67,1,20141128103456,30000101000000,20141128103531.76,172350,,83026f30-cef4-3b36-a4e0-0901a0c895ba,M,,U,,,,,,,,,
500323830,3,Sports Field,ST PAULS OVAL,ST PAULS OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,99056,,0b1c85ee-56fc-362b-b1e5-4d1c0075dc26,I,,U,,,,,,,,,
500323874,2,University,THE UNIVERSITY OF SYDNEY CAMPERDOWN CAMPUS,THE UNIVERSITY OF SYDNEY CAMPERDOWN CAMPUS,NAMED,,39,1,20110120155910,30000101000000,20110120155912.432,121658,,8eaa6b25-4fd9-3b35-a021-05cd5a80f8f7,M,,U,,,,,,,,,
500323885,1,Library,FISHER LIBRARY SYDNEY UNIVERSITY,FISHER LIBRARY SYDNEY UNIVERSITY,NAMED,,14,1,20120810102823,30000101000000,20120810102833.266,143190,,71adb868-ad78-3335-adbb-222ed14d68a4,M,,U,,,,,,,,,
500323930,1,Place Of Worship,,CHURCH OF SCIENTOLOGY,DERIVED,SCIENTOLOGY,19,1,20100927115312,30000101000000,20100927115312.535,61557,,8340099d-de71-380a-8ddd-cd6e95949f2b,I,,U,,,,,,,,,
500324030,3,Park,FEDERAL PARK,FEDERAL PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.882,172367,,8c7854d4-fb60-3727-ae0c-f7208d1ed5b6,M,,U,,,,,,,,,
500324041,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,87832,,a468c556-3a11-39df-aed3-5cdbff24937c,I,,U,,,,,,,,,
500324052,3,Park,BICENTENNIAL PARK,BICENTENNIAL PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.886,172368,,d873f4ac-c7eb-33cf-8e5e-920a615d03e5,M,,S,,,,,,,,,
500324063,3,Park,JUBILEE PARK,JUBILEE PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90930,,dc7d374e-5b6c-3e12-b9f6-61d960215b09,I,,U,,,,,,,,,
500324096,3,Park,SMITH HOGAN PARK,SMITH HOGAN PARK,NAMED,,61,1,20141210150356,30000101000000,20141210160346.492,175250,,ff2bbcee-a109-36d4-8f02-05ee644e051c,M,,U,,,,,,,,,
500324107,3,Sports Field,COHEN PARK,COHEN PARK,NAMED,CRICKET SOCCER,67,1,20141210150356,30000101000000,20141210160346.494,175251,,87665028-e2f5-36ff-abf1-9104035a9da3,M,,U,,,,,,,,,
500324118,3,Park,GRAY STREET RESERVE,GRAY STREET RESERVE,NAMED,PLAYGROUND,61,1,20141210150356,30000101000000,20141210160346.496,175252,,62ff8a2f-e247-3ddd-a0f7-92d1fd1a0208,M,,U,,,,,,,,,
500324130,3,Park,HINSBY PARK,HINSBY PARK,NAMED,,61,1,20141210150356,30000101000000,20141210160346.498,175253,,15b065cf-d45b-3060-8ba1-3b0cec4d404d,M,,U,,,,,,,,,
500324141,1,Post Office,ANNANDALE POST OFFICE,ANNANDALE POST OFFICE,NAMED,,21,1,20100927115312,30000101000000,20100927115312.535,63099,,7bcaa8b5-e161-3791-995d-9a298dc84fcf,I,,U,,,,,,,,,
500324163,3,Park,TRUMPER PARK,TRUMPER PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,87617,,8a268951-f8a2-33e4-b818-5f80fca35524,I,,U,,,,,,,,,
500324174,3,Sports Field,WEIGALL SPORTSGROUND,WEIGALL SPORTSGROUND,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,99332,,ba81352e-cf94-3456-8b25-22d67b501076,I,,U,,,,,,,,,
500324207,3,Park,RUSHCUTTERS BAY PARK,RUSHCUTTERS BAY PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90592,,bef1e00a-c139-31f3-89f4-34c11eba9d7e,I,,U,,,,,,,,,
500324263,3,Park,PRINCE ALFRED PARK,PRINCE ALFRED PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90748,,93a1f138-c523-3579-af26-8f3f2dbd9279,I,,U,,,,,,,,,
500324274,3,Park,WARD PARK,WARD PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.892,172369,,2f8eeb30-2461-3c31-9ae7-da096d1babc6,M,,U,,,,,,,,,
500324296,3,Park,BELMORE PARK,BELMORE PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93819,,2ef1fc92-74b8-35ea-8324-c97f1e9a7bc5,I,,U,,,,,,,,,
500324307,1,Post Office,REDFERN POST OFFICE,REDFERN POST OFFICE,NAMED,,21,1,20141021130450,30000101000000,20141021130618.94,169280,,59ffe5bc-aed4-3e95-96f5-0f4fd524f0c5,M,,U,,,,,,,,,
500324318,3,Park,ALEXANDRIA PARK,ALEXANDRIA PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.896,172370,,b3bad102-71f2-325a-95c8-d80dd99f1619,M,,U,,,,,,,,,
500324396,3,Golf Course,THE AUSTRALIAN GOLF COURSE,THE AUSTRALIAN GOLF COURSE,NAMED,,54,1,20100927115312,30000101000000,20100927115312.535,82500,,d5afb4e3-0e55-320f-bd38-89cc3178d0e2,I,,U,,,,,,,,,
500324407,3,Park,MARY OBRIEN RESERVE,MARY OBRIEN RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.898,172371,,c5e6260e-e1ff-3d67-acb1-447e6408ff6a,M,,U,,,,,,,,,
